element	sp_num	obs_wl_vac	unc_obs_wl	ritz_wl_vac	unc_ritz_wl	intens	Aki	Acc	Ei	Ek	conf_i	term_i	J_i	conf_k	term_k	J_k	g_i	g_k	Type	tp_ref	line_ref	
Si	13	""	""	"25.266"	"0.010"	""	"5.02e+09"	B	"[1853.534]"	"[2344.2452]"	"1s.2p"	"3P*"	"0"	"1s.5s"	"3S"	"1"	1	3		"T5231c4,LS"	""	
Si	13	""	""	"25.278"	"0.010"	""	"1.50e+10"	B+	"[1853.7553]"	"[2344.2452]"	"1s.2p"	"3P*"	"1"	"1s.5s"	"3S"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"25.323"	"0.010"	""	"2.48e+10"	B+	"[1854.6413]"	"[2344.2452]"	"1s.2p"	"3P*"	"2"	"1s.5s"	"3S"	"1"	5	3		"T5231c4,LS"	""	
Si	12	""	""	"25.658"	"0.010"	""	"3.88e+10"	C+	"0.0000"	"[483.210]"	"1s2.2s"	"2S"	"1/2"	"1s2.7p"	"2P*"	"3/2"	2	4		"T5118c63,LS"	""	
Si	12	""	""	"25.660"	"0.010"	""	"3.88e+10"	C+	"0.0000"	"[483.185]"	"1s2.2s"	"2S"	"1/2"	"1s2.7p"	"2P*"	"1/2"	2	2		"T5118c63,LS"	""	
Si	13	""	""	"25.795"	"0.010"	""	"2.63e+11"	B+	"[1864.975]"	"[2345.6191]"	"1s.2p"	"1P*"	"1"	"1s.5d"	"1D"	"2"	3	5		"T5231c4"	""	
Si	13	""	""	"25.825"	"0.010"	""	"4.32e+10"	B+	"[1864.975]"	"[2345.0676]"	"1s.2p"	"1P*"	"1"	"1s.5s"	"1S"	"0"	3	1		"T5231c4"	""	
C	6	""	""	"26.0260"	"0.0010"	""	"2.558e+10"	AA	"0.000000"	"(476.38648098)"	"1s"	"2S"	"1/2"	"6p"	"2P*"	"3/2"	2	4		"T6492extrap"	""	
C	6	""	""	"26.0261"	"0.0010"	""	"2.558e+10"	AA	"0.000000"	"(476.38430012)"	"1s"	"2S"	"1/2"	"6p"	"2P*"	"1/2"	2	2		"T6492extrap"	""	
Si	12	""	""	"26.078"	"0.010"	""	"2.65e+10"	C	"23.8127"	"[499.25]"	"1s2.2p"	"2P*"	"1/2"	"1s2.9d"	"2D"	"3/2"	2	4		"T5118c63,LS"	""	
Si	12	""	""	"26.134"	"0.010"	""	"5.26e+09"	D+	"24.8263"	"[499.25]"	"1s2.2p"	"2P*"	"3/2"	"1s2.9d"	"2D"	"3/2"	4	4		"T5118c63,LS"	""	
Si	12	""	""	"26.134"	"0.010"	""	"3.16e+10"	C	"24.8263"	"[499.25]"	"1s2.2p"	"2P*"	"3/2"	"1s2.9d"	"2D"	"5/2"	4	6		"T5118c63,LS"	""	
C	6	""	""	"26.3572"	"0.0010"	""	"4.457e+10"	AA	"0.000000"	"(470.39925252)"	"1s"	"2S"	"1/2"	"5p"	"2P*"	"3/2"	2	4		"T6492extrap"	""	
C	6	""	""	"26.3574"	"0.0010"	""	"4.457e+10"	AA	"0.000000"	"(470.39548386)"	"1s"	"2S"	"1/2"	"5p"	"2P*"	"1/2"	2	2		"T6492extrap"	""	
Si	12	""	""	"26.436"	"0.010"	""	"3.82e+10"	C+	"23.8127"	"[492.81]"	"1s2.2p"	"2P*"	"1/2"	"1s2.8d"	"2D"	"3/2"	2	4		"T5118c63,LS"	""	
Si	12	""	""	"26.456"	"0.010"	""	"6.15e+10"	B+	"0.0000"	"[468.64]"	"1s2.2s"	"2S"	"1/2"	"1s2.6p"	"2P*"	"3/2"	2	4		"T5118c63,LS"	""	
Si	12	""	""	"26.459"	"0.010"	""	"6.15e+10"	B	"0.0000"	"[468.60]"	"1s2.2s"	"2S"	"1/2"	"1s2.6p"	"2P*"	"1/2"	2	2		"T5118c63,LS"	""	
Si	12	""	""	"26.493"	"0.010"	""	"7.59e+09"	C	"24.8263"	"[492.81]"	"1s2.2p"	"2P*"	"3/2"	"1s2.8d"	"2D"	"3/2"	4	4		"T5118c63,LS"	""	
Si	12	""	""	"26.493"	"0.010"	""	"4.56e+10"	C+	"24.8263"	"[492.81]"	"1s2.2p"	"2P*"	"3/2"	"1s2.8d"	"2D"	"5/2"	4	6		"T5118c63,LS"	""	
Si	12	""	""	"26.975"	"0.010"	""	"5.82e+10"	C+	"23.8127"	"483.433"	"1s2.2p"	"2P*"	"1/2"	"1s2.7d"	"2D"	"3/2"	2	4		"T5118c63,LS"	""	
C	6	""	""	"26.9896"	"0.0010"	""	"8.842e+10"	AA	"0.000000"	"(459.37719327)"	"1s"	"2S"	"1/2"	"4p"	"2P*"	"3/2"	2	4		"T6492extrap"	""	
C	6	""	""	"26.9901"	"0.0010"	""	"8.842e+10"	AA	"0.000000"	"(459.36983227)"	"1s"	"2S"	"1/2"	"4p"	"2P*"	"1/2"	2	2		"T6492extrap"	""	
Si	12	""	""	"27.035"	"0.010"	""	"1.16e+10"	C	"24.8263"	"483.433"	"1s2.2p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"3/2"	4	4		"T5118c63,LS"	""	
Si	12	""	""	"27.035"	"0.010"	""	"6.94e+10"	B	"24.8263"	"483.433"	"1s2.2p"	"2P*"	"3/2"	"1s2.7d"	"2D"	"5/2"	4	6		"T5118c63,LS"	""	
Fe	26	""	""	"27.2698"	"0.0010"	""	"1.47e+12"	A	"(8246.568)"	"(8701.226)"	"3s"	"2S"	"1/2"	"4p"	"2P*"	"3/2"	2	4		"T7228extrap"	"L11926"	
Si	13	""	""	"27.341"	"0.010"	""	"2.85e+11"	B+	"[1839.4227]"	"[2292.893]"	"1s.2s"	"3S"	"1"	"1s.4p"	"3P*"	"2"	3	5		"T5231c4,LS"	""	
Si	13	""	""	"27.348"	"0.010"	""	"2.85e+11"	B+	"[1839.4227]"	"[2292.7824]"	"1s.2s"	"3S"	"1"	"1s.4p"	"3P*"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"27.350"	"0.010"	""	"2.84e+11"	B+	"[1839.4227]"	"[2292.7539]"	"1s.2s"	"3S"	"1"	"1s.4p"	"3P*"	"0"	3	1		"T5231c4,LS"	""	
Fe	26	""	""	"27.5883"	"0.0010"	""	"3.27e+12"	A	"(8252.682)"	"(8702.091)"	"3p"	"2P*"	"3/2"	"4d"	"2D"	"5/2"	4	6		"T7228extrap"	"L11926"	
Fe	26	""	""	"27.6879"	"0.0010"	""	"6.33e+12"	A	"(8254.732)"	"(8702.524)"	"3d"	"2D"	"5/2"	"4f"	"2F*"	"7/2"	6	8		"T7228extrap"	"L11926"	
Si	12	""	""	"27.850"	"0.010"	""	"9.55e+10"	B+	"23.8127"	"469.00"	"1s2.2p"	"2P*"	"1/2"	"1s2.6d"	"2D"	"3/2"	2	4		"T5118c63,LS"	""	
Fe	16	"27.88"	"0.10"	"27.88+"	"0.08"	""	""		"0.0000"	"444.7"	"2p6.3s"	"2S"	"1/2"	"2p6.9p"	"2P*"	"3/2"	2	4		""	"L19616"	
Si	12	""	""	"27.897"	"0.010"	""	"1.06e+11"	B+	"0.0000"	"[444.440]"	"1s2.2s"	"2S"	"1/2"	"1s2.5p"	"2P*"	"3/2"	2	4		"T5593"	""	
Si	12	""	""	"27.901"	"0.010"	""	"1.07e+11"	B+	"0.0000"	"[444.378]"	"1s2.2s"	"2S"	"1/2"	"1s2.5p"	"2P*"	"1/2"	2	2		"T5593"	""	
Si	12	""	""	"27.914"	"0.010"	""	"1.90e+10"	B	"24.8263"	"469.00"	"1s2.2p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"3/2"	4	4		"T5118c63,LS"	""	
Si	12	""	""	"27.914"	"0.010"	""	"1.14e+11"	B+	"24.8263"	"469.00"	"1s2.2p"	"2P*"	"3/2"	"1s2.6d"	"2D"	"5/2"	4	6		"T5118c63,LS"	""	
Si	13	""	""	"28.163"	"0.010"	""	"3.45e+11"	B+	"[1853.534]"	"[2293.7791]"	"1s.2p"	"3P*"	"0"	"1s.4d"	"3D"	"1"	1	3		"T5231c4,LS"	""	
Si	13	""	""	"28.177"	"0.010"	""	"2.57e+11"	B+	"[1853.7553]"	"[2293.7791]"	"1s.2p"	"3P*"	"1"	"1s.4d"	"3D"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"28.177"	"0.010"	""	"4.63e+11"	B+	"[1853.7553]"	"[2293.7791]"	"1s.2p"	"3P*"	"1"	"1s.4d"	"3D"	"2"	3	5		"T5231c4,LS"	""	
Si	13	""	""	"28.217"	"0.010"	""	"2.74e+11"	B+	"[1854.6490]"	"[2294.0469]"	"1s.2s"	"1S"	"0"	"1s.4p"	"1P*"	"1"	1	3		"T5231c4"	""	
Si	13	""	""	"28.231"	"0.010"	""	"6.16e+11"	A	"[1854.6413]"	"[2293.8225]"	"1s.2p"	"3P*"	"2"	"1s.4d"	"3D"	"3"	5	7		"T5231c4,LS"	""	
Si	13	""	""	"28.234"	"0.010"	""	"1.70e+10"	B+	"[1854.6413]"	"[2293.7791]"	"1s.2p"	"3P*"	"2"	"1s.4d"	"3D"	"1"	5	3		"T5231c4,LS"	""	
Si	13	""	""	"28.234"	"0.010"	""	"1.53e+11"	B+	"[1854.6413]"	"[2293.7791]"	"1s.2p"	"3P*"	"2"	"1s.4d"	"3D"	"2"	5	5		"T5231c4,LS"	""	
Si	13	""	""	"28.332"	"0.010"	""	"1.01e+10"	B+	"[1853.534]"	"[2291.1522]"	"1s.2p"	"3P*"	"0"	"1s.4s"	"3S"	"1"	1	3		"T5231c4,LS"	""	
Si	13	""	""	"28.346"	"0.010"	""	"3.03e+10"	B+	"[1853.7553]"	"[2291.1522]"	"1s.2p"	"3P*"	"1"	"1s.4s"	"3S"	"1"	3	3		"T5231c4,LS"	""	
Si	13	""	""	"28.403"	"0.010"	""	"5.02e+10"	B+	"[1854.6413]"	"[2291.1522]"	"1s.2p"	"3P*"	"2"	"1s.4s"	"3S"	"1"	5	3		"T5231c4,LS"	""	
C	6	""	""	"28.4652"	"0.0010"	""	"2.169e+11"	AA	"0.000000"	"(435.56422066)"	"1s"	"2S"	"1/2"	"3p"	"2P*"	"3/2"	2	4		"T6492extrap"	""	
C	6	""	""	"28.4663"	"0.0010"	""	"2.168e+11"	AA	"0.000000"	"(435.54677171)"	"1s"	"2S"	"1/2"	"3p"	"2P*"	"1/2"	2	2		"T6492extrap"	""	
Fe	16	"28.67"	"0.10"	"28.67+"	"0.08"	""	""		"0.0000"	"432.5"	"2p6.3s"	"2S"	"1/2"	"2p6.8p"	"2P*"	"3/2"	2	4		""	"L19616"	
N	6	""	""	"28.7870"	"0.0010"	""	"1.809e+12"	AA	"0.0000"	"430.695"	"1s2"	"1S"	"0"	"1s.2p"	"1P*"	"1"	1	3		"T5997"	""	
Fe	25	""	""	"28.825"	"0.010"	""	""		"[7863.29]"	"[8293.41]"	"1s.3s"	"3S"	"1"	"1s.4p"	"3P*"	"2"	3	5		""	"L11926"	
Si	13	""	""	"28.908"	"0.010"	""	"5.79e+11"	A	"[1864.975]"	"[2293.8620]"	"1s.2p"	"1P*"	"1"	"1s.4d"	"1D"	"2"	3	5		"T5231c4"	""	
Fe	25	""	""	"28.950"	"0.010"	""	"1.07e+12"	B	"[7863.29]"	"[8291.55]"	"1s.3s"	"3S"	"1"	"1s.4p"	"3P*"	"1"	3	3		"T3221"	""	
Si	13	""	""	"28.981"	"0.010"	""	"8.67e+10"	B+	"[1864.975]"	"[2292.7818]"	"1s.2p"	"1P*"	"1"	"1s.4s"	"1S"	"0"	3	1		"T5231c4"	""	
N	6	""	""	"29.0815"	"0.0010"	""	"1.03e+05"	A	"0.0000"	"426.333"	"1s2"	"1S"	"0"	"1s.2p"	"3P*"	"2"	1	5	M2	"T1494"	""	
N	6	""	""	"29.0840"	"0.0010"	""	""		"0.0000"	"426.297"	"1s2"	"1S"	"0"	"1s.2p"	"3P*"	"1"	1	3		""	""	
Fe	25	""	""	"29.243"	"0.010"	""	""		"[7871.27]"	"[8295.25]"	"1s.3p"	"3P*"	"0"	"1s.4d"	"3D"	"1"	1	3		""	"L11926"	
Fe	25	""	""	"29.252"	"0.010"	""	"1.04e+12"	B	"[7871.63]"	"[8295.49]"	"1s.3s"	"1S"	"0"	"1s.4p"	"1P*"	"1"	1	3		"T3221"	""	
Fe	25	""	""	"29.283"	"0.010"	""	""		"[7871.84]"	"[8295.25]"	"1s.3p"	"3P*"	"1"	"1s.4d"	"3D"	"1"	3	3		""	"L11926"	
Fe	25	""	""	"29.285"	"0.010"	""	""		"[7871.84]"	"[8295.21]"	"1s.3p"	"3P*"	"1"	"1s.4d"	"3D"	"2"	3	5		""	"L11926"	
Si	12	""	""	"29.439"	"0.010"	""	"1.77e+11"	B+	"23.8127"	"444.97"	"1s2.2p"	"2P*"	"1/2"	"1s2.5d"	"2D"	"3/2"	2	4		"T5593"	""	
Si	12	""	""	"29.509"	"0.010"	""	"2.11e+11"	B+	"24.8263"	"444.985"	"1s2.2p"	"2P*"	"3/2"	"1s2.5d"	"2D"	"5/2"	4	6		"T5593"	""	
Si	12	""	""	"29.510"	"0.010"	""	"3.52e+10"	B+	"24.8263"	"444.97"	"1s2.2p"	"2P*"	"3/2"	"1s2.5d"	"2D"	"3/2"	4	4		"T5593"	""	
N	6	""	""	"29.5343"	"0.0010"	""	"2.55e+02"	A+	"0.0000"	"419.797"	"1s2"	"1S"	"0"	"1s.2s"	"3S"	"1"	1	3	M1	"T1896,T6117"	""	
Fe	25	""	""	"29.544"	"0.010"	""	""		"[7876.26]"	"[8295.92]"	"1s.3p"	"3P*"	"2"	"1s.4d"	"3D"	"3"	5	7		""	"L11926"	
Si	12	""	""	"29.574"	"0.010"	""	"1.30e+10"	B	"23.8127"	"443.051"	"1s2.2p"	"2P*"	"1/2"	"1s2.5s"	"2S"	"1/2"	2	2		"T5593"	""	
Fe	25	""	""	"29.594"	"0.010"	""	""		"[7876.26]"	"[8295.21]"	"1s.3p"	"3P*"	"2"	"1s.4d"	"3D"	"2"	5	5		""	"L11926"	
Si	12	""	""	"29.645"	"0.010"	""	"2.58e+10"	B	"24.8263"	"443.051"	"1s2.2p"	"2P*"	"3/2"	"1s2.5s"	"2S"	"1/2"	4	2		"T5593"	""	
Fe	25	""	""	"29.796"	"0.010"	""	"2.5e+11"	B	"[7871.84]"	"[8287.96]"	"1s.3p"	"3P*"	"1"	"1s.4s"	"3S"	"1"	3	3		"T3221"	""	
Fe	25	""	""	"29.884"	"0.010"	""	"2.8e+12"	C	"[7881.15]"	"[8296.04]"	"1s.3p"	"1P*"	"1"	"1s.4d"	"1D"	"2"	3	5		"T5298"	"L11926"	
Fe	16	"29.93"	"0.10"	"29.93+"	"0.09"	""	""		"0.0000"	"414.2"	"2p6.3s"	"2S"	"1/2"	"2p6.7p"	"2P*"	"3/2"	2	4		""	"L19616"	
Fe	25	""	""	"30.020"	"0.010"	""	"1.4e+11"	C	"[7882.48]"	"[8295.49]"	"1s.3d"	"1D"	"2"	"1s.4p"	"1P*"	"1"	5	3		"T5298"	"L11926"	
Fe	25	""	""	"30.028"	"0.010"	""	""		"[7880.52]"	"[8293.41]"	"1s.3d"	"3D"	"2"	"1s.4p"	"3P*"	"2"	5	5		""	"L11926"	
Mg	12	""	""	"30.05210"	"0.00010"	""	""		"(1471.69098)"	"(1884.2552)"	"2p"	"2P*"	"1/2"	"5d"	"2D"	"3/2"	2	4		""	""	
Mg	12	""	""	"30.05488"	"0.00010"	""	""		"(1471.72927)"	"(1884.2553)"	"2s"	"2S"	"1/2"	"5p"	"2P*"	"3/2"	2	4		""	""	
Mg	12	""	""	"30.05929"	"0.00010"	""	""		"(1471.72927)"	"(1884.1948)"	"2s"	"2S"	"1/2"	"5p"	"2P*"	"1/2"	2	2		""	""	
Fe	16	"30.10"	"0.10"	"30.10+"	"0.09"	""	""		"34.3677"	"446.2"	"2p6.3p"	"2P*"	"1/2"	"2p6.9d"	"2D"	"3/2"	2	4		""	"L19616"	
Fe	25	""	""	"30.115"	"0.010"	""	""		"[7876.26]"	"[8287.96]"	"1s.3p"	"3P*"	"2"	"1s.4s"	"3S"	"1"	5	3		""	"L11926"	
Mg	12	""	""	"30.11967"	"0.00010"	""	""		"(1472.63659)"	"(1884.2753)"	"2p"	"2P*"	"3/2"	"5d"	"2D"	"5/2"	4	6		""	""	
Fe	25	""	""	"30.150"	"0.010"	""	""		"[7882.20]"	"[8293.41]"	"1s.3d"	"3D"	"3"	"1s.4p"	"3P*"	"2"	7	5		""	"L11926"	
Fe	25	""	""	"30.164"	"0.010"	""	""		"[7880.52]"	"[8291.55]"	"1s.3d"	"3D"	"2"	"1s.4p"	"3P*"	"1"	5	3		""	"L11926"	
Fe	25	""	""	"30.170"	"0.010"	""	""		"[7880.60]"	"[8291.55]"	"1s.3d"	"3D"	"1"	"1s.4p"	"3P*"	"1"	3	3		""	"L11926"	
Fe	25	""	""	"30.188"	"0.010"	""	""		"[7880.60]"	"[8291.31]"	"1s.3d"	"3D"	"1"	"1s.4p"	"3P*"	"0"	3	1		""	"L11926"	
Fe	25	""	""	"30.219"	"0.010"	""	"7.4e+11"	B	"[7881.15]"	"[8291.44]"	"1s.3p"	"1P*"	"1"	"1s.4s"	"1S"	"0"	3	1		"T3221"	""	
Fe	16	"30.33"	"0.10"	"30.33+"	"0.09"	""	""		"36.9650"	"445.7"	"2p6.3p"	"2P*"	"3/2"	"2p6.9d"	"2D"	"5/2"	4	6		""	"L19616"	
Fe	24	"30.743"	"0.010"	"30.747"	"0.022"	""	"1.1e+12"	C	"1149.64"	"1552.89"	"1s2.3s"	"2S"	"1/2"	"1s2.4p"	"2P*"	"3/2"	2	4		"T3015LS"	"L11369"	
Mg	11	""	""	"30.879"	"0.010"	""	"9.02e+09"	A	"[1343.8372]"	"[1745.3494]"	"1s.2s"	"1S"	"0"	"1s.10p"	"1P*"	"1"	1	3		"T5231c4"	""	
Fe	24	"30.895"	"0.010"	"30.899"	"0.022"	""	"1.0e+12"	C	"1149.64"	"1550.91"	"1s2.3s"	"2S"	"1/2"	"1s2.4p"	"2P*"	"1/2"	2	2		"T3015LS"	"L11369"	
Si	12	""	""	"31.012"	"0.010"	""	"2.03e+11"	A	"0.0000"	"399.793"	"1s2.2s"	"2S"	"1/2"	"1s2.4p"	"2P*"	"3/2"	2	4		"T5593,T6094"	""	
Si	12	""	""	"31.023"	"0.010"	""	"2.04e+11"	B+	"0.0000"	"399.657"	"1s2.2s"	"2S"	"1/2"	"1s2.4p"	"2P*"	"1/2"	2	2		"T5593,T6094"	""	
Fe	16	"31.041"	"0.010"	"31.040"	"0.008"	""	"5.2e+10"	C	"34.3677"	"433.80"	"2p6.3p"	"2P*"	"1/2"	"2p6.8d"	"2D"	"3/2"	2	4		"T3334LS"	"L819"	
Mg	11	""	""	"31.179"	"0.010"	""	"1.24e+10"	A	"[1343.8372]"	"[1741.491]"	"1s.2s"	"1S"	"0"	"1s.9p"	"1P*"	"1"	1	3		"T5231c4"	""	
Fe	16	"31.242"	"0.010"	"31.242"	"0.008"	""	"6.1e+10"	C	"36.9650"	"433.82"	"2p6.3p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"5/2"	4	6		"T3334LS"	"L819"	
Fe	16	""	""	"31.244"	"0.010"	""	"1.0e+10"	D	"36.9650"	"433.80"	"2p6.3p"	"2P*"	"3/2"	"2p6.8d"	"2D"	"3/2"	4	4		"T3334LS"	""	
Mg	11	""	""	"31.608"	"0.010"	""	"1.76e+10"	A	"[1343.8372]"	"[1736.0969]"	"1s.2s"	"1S"	"0"	"1s.8p"	"1P*"	"1"	1	3		"T5231c4"	""	
Fe	24	"31.637"	"0.010"	"31.64"	"0.04"	""	"2.1e+12"	B	"1162.7"	"1554.7"	"1s2.3p"	"2P*"	"1/2"	"1s2.4d"	"2D"	"3/2"	2	4		"T3015LS"	"L11369"	
Si	11	""	""	"31.926"	"0.010"	""	"1.42e+11"	D	"21.3431"	"409.69"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2s.5d"	"3D"	"2"	3	5		"T5633c4,LS"	""	
Fe	24	"31.968"	"0.010"	"31.97"	"0.04"	""	"2.4e+12"	B	"1167.6"	"1555.4"	"1s2.3p"	"2P*"	"3/2"	"1s2.4d"	"2D"	"5/2"	4	6		"T3015LS"	"L11369"	
Si	11	""	""	"31.979"	"0.010"	""	"1.88e+11"	D	"21.9846"	"409.69"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.5d"	"3D"	"3"	5	7		"T5633c4,LS"	""	
Si	11	""	""	"31.979"	"0.010"	""	"4.71e+10"	E	"21.9846"	"409.69"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2s.5d"	"3D"	"2"	5	5		"T5633c4,LS"	""	
Fe	24	"32.00"	"0.10"	"32.03"	"0.04"	""	"3.9e+11"	C+	"1167.6"	"1554.7"	"1s2.3p"	"2P*"	"3/2"	"1s2.4d"	"2D"	"3/2"	4	4		"T3015LS"	"L11369"	
Fe	16	"32.166"	"0.010"	"32.166"	"0.008"	""	"6.8e+10"	C	"0.0000"	"385.45"	"2p6.3s"	"2S"	"1/2"	"2p6.6p"	"2P*"	"3/2"	2	4		"T3334LS"	"L819"	
Fe	16	"32.192"	"0.010"	"32.192"	"0.008"	""	"6.7e+10"	C	"0.0000"	"385.14"	"2p6.3s"	"2S"	"1/2"	"2p6.6p"	"2P*"	"1/2"	2	2		"T3334LS"	"L819"	
Mg	11	""	""	"32.254"	"0.010"	""	"2.63e+10"	A	"[1343.8372]"	"[1728.2309]"	"1s.2s"	"1S"	"0"	"1s.7p"	"1P*"	"1"	1	3		"T5231c4"	""	
Fe	24	"32.377"	"0.010"	"32.38"	"0.03"	""	""		"1172.77"	"1555.70"	"1s2.3d"	"2D"	"3/2"	"1s2.4f"	"2F*"	"5/2"	4	6		""	"L11369"	
Fe	24	""	""	"32.402"	"0.010"	""	""		"1162.7"	"1545.39"	"1s2.3p"	"2P*"	"1/2"	"1s2.4s"	"2S"	"1/2"	2	2		""	"L11926"	
Fe	16	"32.433"	"0.010"	"32.433"	"0.008"	""	"7.7e+10"	C	"34.3677"	"416.65"	"2p6.3p"	"2P*"	"1/2"	"2p6.7d"	"2D"	"3/2"	2	4		"T3334LS"	"L819"	
Fe	24	"32.478"	"0.010"	"32.48"	"0.04"	""	""		"1174.5"	"1556.2"	"1s2.3d"	"2D"	"5/2"	"1s2.4f"	"2F*"	"7/2"	6	8		""	"L11369"	
Fe	16	"32.652"	"0.010"	"32.651"	"0.009"	""	"9.1e+10"	C	"36.9650"	"416.69"	"2p6.3p"	"2P*"	"3/2"	"2p6.7d"	"2D"	"5/2"	4	6		"T3334LS"	"L819"	
Fe	16	""	""	"32.655"	"0.010"	""	"1.5e+10"	D	"36.9650"	"416.65"	"2p6.3p"	"2P*"	"3/2"	"2p6.7d"	"2D"	"3/2"	4	4		"T3334LS"	""	
Fe	24	""	""	"32.816"	"0.010"	""	""		"1167.6"	"1545.39"	"1s2.3p"	"2P*"	"3/2"	"1s2.4s"	"2S"	"1/2"	4	2		""	"L11926"	
Fe	16	"32.84"	"0.10"	"32.83+"	"0.11"	""	"1.5e+10"	D	"34.3677"	"412.0"	"2p6.3p"	"2P*"	"1/2"	"2p6.7s"	"2S"	"1/2"	2	2		"T3334LS"	"L19616"	
Si	12	""	""	"32.888"	"0.010"	""	"3.81e+11"	A	"23.8127"	"400.80"	"1s2.2p"	"2P*"	"1/2"	"1s2.4d"	"2D"	"3/2"	2	4		"T5593,T6094"	""	
Si	12	""	""	"32.973"	"0.010"	""	"4.56e+11"	A	"24.8263"	"400.8"	"1s2.2p"	"2P*"	"3/2"	"1s2.4d"	"2D"	"5/2"	4	6		"T5593,T6094"	""	
Si	12	""	""	"32.977"	"0.010"	""	"7.45e+10"	B+	"24.8263"	"400.80"	"1s2.2p"	"2P*"	"3/2"	"1s2.4d"	"2D"	"3/2"	4	4		"T5593,T6094"	""	
Fe	16	"33.04"	"0.10"	"33.06+"	"0.11"	""	"3.1e+10"	D	"36.9650"	"412.0"	"2p6.3p"	"2P*"	"3/2"	"2p6.7s"	"2S"	"1/2"	4	2		"T3334LS"	"L19616"	
Si	11	""	""	"33.153"	"0.010"	""	"3.53e+11"	D+	"61.3971"	"435.373?"	"1s2.2p2"	"1D"	"2"	"1s2.2p.5d"	"1F*"	"3"	5	7		"T5633c4"	""	
Si	11	""	""	"33.165"	"0.010"	""	"4.00e+10"	E	"21.3431"	"395.184?"	"1s2.2s.2p"	"3P*"	"1"	"1s2.2p.4p"	"3P"	"2"	3	5		"T5633c4,LS"	""	
Si	11	""	""	"33.222"	"0.010"	""	"1.19e+11"	D	"21.9846"	"395.184?"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p.4p"	"3P"	"2"	5	5		"T5633c4,LS"	""	
Si	12	""	""	"33.222"	"0.010"	""	"2.60e+10"	B+	"23.8127"	"[397.01]"	"1s2.2p"	"2P*"	"1/2"	"1s2.4s"	"2S"	"1/2"	2	2		"c22,T5593"	""	
Si	11	""	""	"33.298"	"0.010"	""	"1.27e+11"	D	"21.9846"	"394.33?"	"1s2.2s.2p"	"3P*"	"2"	"1s2.2p.4p"	"3D"	"3"	5	7		"T5633c4,LS"	""	
Mg	11	""	""	"33.304"	"0.010"	""	"4.17e+10"	A	"[1343.8372]"	"[1716.1139]"	"1s.2s"	"1S"	"0"	"1s.6p"	"1P*"	"1"	1	3		"T5231c4"	""	
Si	12	""	""	"33.313"	"0.010"	""	"5.24e+10"	B+	"24.8263"	"[397.01]"	"1s2.2p"	"2P*"	"3/2"	"1s2.4s"	"2S"	"1/2"	4	2		"c22,T5593"	""	
C	5	""	""	"33.4262"	"0.0010"	""	"1.065e+11"	AA	"0.00000"	"370.91886"	"1s2"	"1S"	"0"	"1s.4p"	"1P*"	"1"	1	3		"T5997"	""	
Fe	23	""	""	"33.43"	"0.10"	""	"2.0e+12"	C	"1129.1"	"1500.0"	"1s2.2s.3p"	"1P*"	"1"	"1s2.2s.4d"	"1D"	"2"	3	5		"T4127"	"L11926"	
Si	11	""	""	"33.515"	"0.010"	""	"3.03e+11"	D	"0.0000"	"369.937?"	"1s2.2s2"	"1S"	"0"	"1s2.2s.4p"	"1P*"	"1"	1	3		"T5633c4"	""	
Si	11	""	""	"33.573"	"0.010"	""	"1.65e+11"	D	"40.8750"	"410.172"	"1s2.2s.2p"	"1P*"	"1"	"1s2.2s.5d"	"1D"	"2"	3	5		"T5633c4"	""	
Mg	12	""	""	"33.65008"	"0.00010"	""	""		"(1471.69098)"	"(1840.1424)"	"2p"	"2P*"	"1/2"	"4d"	"2D"	"3/2"	2	4		""	""	
Mg	12	"33.678"	"0.010"	"33.65356"	"0.00010"	"1*"	""		"(1471.72927)"	"(1840.1426)"	"2s"	"2S"	"1/2"	"4p"	"2P*"	"3/2"	2	4		""	"L10489"	
Mg	12	"33.678"	"0.010"	"33.66436"	"0.00010"	"1*"	""		"(1471.72927)"	"(1840.0244)"	"2s"	"2S"	"1/2"	"4p"	"2P*"	"1/2"	2	2		""	"L10489"	
C	6	""	""	"33.7342"	"0.0010"	""	"8.124e+11"	AA	"0.000000"	"(367.5329321)"	"1s"	"2S"	"1/2"	"2p"	"2P*"	"3/2"	2	4		"T6492extrap"	""	
Mg	12	"33.736"	"0.010"	"33.73306"	"0.00010"	"1"	""		"(1472.63659)"	"(1840.1817)"	"2p"	"2P*"	"3/2"	"4d"	"2D"	"5/2"	4	6		""	"L10489"	
C	6	""	""	"33.7396"	"0.0010"	""	"8.118e+11"	AA	"0.000000"	"(367.4740438)"	"1s"	"2S"	"1/2"	"2p"	"2P*"	"1/2"	2	2		"T6492extrap"	""	
